id,full_date,year,year_week,year_day,fiscal_year,fiscal_qtr,month,month_name,week_day,day_name,day_is_weekday
2016-04-13,2016-04-13,2016,15,13,2016,2,4,April,3,Wednesday,1
2016-06-25,2016-06-25,2016,25,25,2016,2,6,June,6,Saturday,0
2016-08-07,2016-08-07,2016,32,7,2016,3,8,August,0,Sunday,0
2016-08-10,2016-08-10,2016,32,10,2016,3,8,August,3,Wednesday,1
2016-12-24,2016-12-24,2016,51,24,2016,4,12,December,6,Saturday,0
2017-02-08,2017-02-08,2017,6,8,2017,1,2,February,3,Wednesday,1
2017-02-22,2017-02-22,2017,8,22,2017,1,2,February,3,Wednesday,1
2017-05-13,2017-05-13,2017,19,13,2017,2,5,May,6,Saturday,0
2017-07-10,2017-07-10,2017,28,10,2017,3,7,July,1,Monday,1
2017-07-14,2017-07-14,2017,28,14,2017,3,7,July,5,Friday,1
2017-08-22,2017-08-22,2017,34,22,2017,3,8,August,2,Tuesday,1
2017-09-03,2017-09-03,2017,36,3,2017,3,9,September,0,Sunday,0
2018-01-20,2018-01-20,2018,2,20,2018,1,1,January,6,Saturday,0
2018-01-26,2018-01-26,2018,3,26,2018,1,1,January,5,Friday,1
2018-05-02,2018-05-02,2018,17,2,2018,2,5,May,3,Wednesday,1
2018-07-23,2018-07-23,2018,29,23,2018,3,7,July,1,Monday,1
2018-08-03,2018-08-03,2018,30,3,2018,3,8,August,5,Friday,1
2018-08-24,2018-08-24,2018,33,24,2018,3,8,August,5,Friday,1
2018-09-12,2018-09-12,2018,36,12,2018,3,9,September,3,Wednesday,1
2018-10-10,2018-10-10,2018,40,10,2018,4,10,October,3,Wednesday,1
2018-10-23,2018-10-23,2018,42,23,2018,4,10,October,2,Tuesday,1
2019-01-25,2019-01-25,2019,3,25,2019,1,1,January,5,Friday,1
2019-07-04,2019-07-04,2019,26,4,2019,3,7,July,4,Thursday,1
2019-08-18,2019-08-18,2019,33,18,2019,3,8,August,0,Sunday,0
2019-10-14,2019-10-14,2019,41,14,2019,4,10,October,1,Monday,1
2020-01-01,2020-01-01,2020,0,1,2020,1,1,January,3,Wednesday,1
2020-01-19,2020-01-19,2020,3,19,2020,1,1,January,0,Sunday,0
2020-03-17,2020-03-17,2020,11,17,2020,1,3,March,2,Tuesday,1
2020-04-24,2020-04-24,2020,16,24,2020,2,4,April,5,Friday,1
2020-05-04,2020-05-04,2020,18,4,2020,2,5,May,1,Monday,1
2020-06-18,2020-06-18,2020,24,18,2020,2,6,June,4,Thursday,1
2020-08-17,2020-08-17,2020,33,17,2020,3,8,August,1,Monday,1
2020-12-01,2020-12-01,2020,48,1,2020,4,12,December,2,Tuesday,1
2021-02-15,2021-02-15,2021,7,15,2021,1,2,February,1,Monday,1
2021-02-25,2021-02-25,2021,8,25,2021,1,2,February,4,Thursday,1
2021-03-09,2021-03-09,2021,10,9,2021,1,3,March,2,Tuesday,1
2021-04-13,2021-04-13,2021,15,13,2021,2,4,April,2,Tuesday,1
2021-05-10,2021-05-10,2021,19,10,2021,2,5,May,1,Monday,1
2021-06-29,2021-06-29,2021,26,29,2021,2,6,June,2,Tuesday,1
2021-12-12,2021-12-12,2021,50,12,2021,4,12,December,0,Sunday,0
2022-01-02,2022-01-02,2022,1,2,2022,1,1,January,0,Sunday,0
2022-01-20,2022-01-20,2022,3,20,2022,1,1,January,4,Thursday,1
2022-03-25,2022-03-25,2022,12,25,2022,1,3,March,5,Friday,1
2022-04-01,2022-04-01,2022,13,1,2022,2,4,April,5,Friday,1
2022-09-23,2022-09-23,2022,38,23,2022,3,9,September,5,Friday,1
2022-10-29,2022-10-29,2022,43,29,2022,4,10,October,6,Saturday,0
2022-12-26,2022-12-26,2022,52,26,2022,4,12,December,1,Monday,1
2014-01-10,2014-01-10,2014,1,10,2014,1,1,January,5,Friday,1
2014-01-20,2014-01-20,2014,3,20,2014,1,1,January,1,Monday,1
2014-06-22,2014-06-22,2014,25,22,2014,2,6,June,0,Sunday,0
2014-11-15,2014-11-15,2014,45,15,2014,4,11,November,6,Saturday,0
2014-11-26,2014-11-26,2014,47,26,2014,4,11,November,3,Wednesday,1
2015-01-14,2015-01-14,2015,2,14,2015,1,1,January,3,Wednesday,1
2015-03-02,2015-03-02,2015,9,2,2015,1,3,March,1,Monday,1
2015-04-09,2015-04-09,2015,14,9,2015,2,4,April,4,Thursday,1
2015-05-10,2015-05-10,2015,19,10,2015,2,5,May,0,Sunday,0
2015-05-27,2015-05-27,2015,21,27,2015,2,5,May,3,Wednesday,1
2015-07-02,2015-07-02,2015,26,2,2015,3,7,July,4,Thursday,1
2015-07-16,2015-07-16,2015,28,16,2015,3,7,July,4,Thursday,1
2015-09-10,2015-09-10,2015,36,10,2015,3,9,September,4,Thursday,1
2016-02-29,2016-02-29,2016,9,29,2016,1,2,February,1,Monday,1
2016-05-30,2016-05-30,2016,22,30,2016,2,5,May,1,Monday,1
2016-07-17,2016-07-17,2016,29,17,2016,3,7,July,0,Sunday,0
2016-08-05,2016-08-05,2016,31,5,2016,3,8,August,5,Friday,1
2016-11-10,2016-11-10,2016,45,10,2016,4,11,November,4,Thursday,1
2017-01-07,2017-01-07,2017,1,7,2017,1,1,January,6,Saturday,0
2017-01-09,2017-01-09,2017,2,9,2017,1,1,January,1,Monday,1
2017-03-10,2017-03-10,2017,10,10,2017,1,3,March,5,Friday,1
2017-05-29,2017-05-29,2017,22,29,2017,2,5,May,1,Monday,1
2017-07-15,2017-07-15,2017,28,15,2017,3,7,July,6,Saturday,0
2017-07-21,2017-07-21,2017,29,21,2017,3,7,July,5,Friday,1
2017-09-07,2017-09-07,2017,36,7,2017,3,9,September,4,Thursday,1
2017-11-21,2017-11-21,2017,47,21,2017,4,11,November,2,Tuesday,1
2017-12-09,2017-12-09,2017,49,9,2017,4,12,December,6,Saturday,0
2018-02-17,2018-02-17,2018,6,17,2018,1,2,February,6,Saturday,0
2018-04-14,2018-04-14,2018,14,14,2018,2,4,April,6,Saturday,0
2018-04-16,2018-04-16,2018,15,16,2018,2,4,April,1,Monday,1
2018-04-29,2018-04-29,2018,17,29,2018,2,4,April,0,Sunday,0
2018-05-07,2018-05-07,2018,18,7,2018,2,5,May,1,Monday,1
2018-05-10,2018-05-10,2018,18,10,2018,2,5,May,4,Thursday,1
2018-06-02,2018-06-02,2018,21,2,2018,2,6,June,6,Saturday,0
2018-07-30,2018-07-30,2018,30,30,2018,3,7,July,1,Monday,1
2018-08-01,2018-08-01,2018,30,1,2018,3,8,August,3,Wednesday,1
2018-08-06,2018-08-06,2018,31,6,2018,3,8,August,1,Monday,1
2018-08-21,2018-08-21,2018,33,21,2018,3,8,August,2,Tuesday,1
2018-12-18,2018-12-18,2018,50,18,2018,4,12,December,2,Tuesday,1
2019-02-21,2019-02-21,2019,7,21,2019,1,2,February,4,Thursday,1
2019-03-04,2019-03-04,2019,9,4,2019,1,3,March,1,Monday,1
2019-03-11,2019-03-11,2019,10,11,2019,1,3,March,1,Monday,1
2019-05-30,2019-05-30,2019,21,30,2019,2,5,May,4,Thursday,1
2019-11-16,2019-11-16,2019,45,16,2019,4,11,November,6,Saturday,0
2019-11-29,2019-11-29,2019,47,29,2019,4,11,November,5,Friday,1
2019-12-28,2019-12-28,2019,51,28,2019,4,12,December,6,Saturday,0
2020-03-12,2020-03-12,2020,10,12,2020,1,3,March,4,Thursday,1
2020-05-06,2020-05-06,2020,18,6,2020,2,5,May,3,Wednesday,1
2020-05-29,2020-05-29,2020,21,29,2020,2,5,May,5,Friday,1
2020-09-28,2020-09-28,2020,39,28,2020,3,9,September,1,Monday,1
2020-11-09,2020-11-09,2020,45,9,2020,4,11,November,1,Monday,1
2020-12-28,2020-12-28,2020,52,28,2020,4,12,December,1,Monday,1
2021-04-10,2021-04-10,2021,14,10,2021,2,4,April,6,Saturday,0
2021-04-11,2021-04-11,2021,15,11,2021,2,4,April,0,Sunday,0
2021-04-23,2021-04-23,2021,16,23,2021,2,4,April,5,Friday,1
2021-06-02,2021-06-02,2021,22,2,2021,2,6,June,3,Wednesday,1
2021-08-25,2021-08-25,2021,34,25,2021,3,8,August,3,Wednesday,1
2021-09-22,2021-09-22,2021,38,22,2021,3,9,September,3,Wednesday,1
2021-09-27,2021-09-27,2021,39,27,2021,3,9,September,1,Monday,1
2022-01-09,2022-01-09,2022,2,9,2022,1,1,January,0,Sunday,0
2022-03-10,2022-03-10,2022,10,10,2022,1,3,March,4,Thursday,1
2022-04-03,2022-04-03,2022,14,3,2022,2,4,April,0,Sunday,0
2022-07-02,2022-07-02,2022,26,2,2022,3,7,July,6,Saturday,0
2022-08-27,2022-08-27,2022,34,27,2022,3,8,August,6,Saturday,0
2022-09-02,2022-09-02,2022,35,2,2022,3,9,September,5,Friday,1
2022-09-26,2022-09-26,2022,39,26,2022,3,9,September,1,Monday,1
2014-02-07,2014-02-07,2014,5,7,2014,1,2,February,5,Friday,1
2014-03-02,2014-03-02,2014,9,2,2014,1,3,March,0,Sunday,0
2014-07-13,2014-07-13,2014,28,13,2014,3,7,July,0,Sunday,0
2014-08-18,2014-08-18,2014,33,18,2014,3,8,August,1,Monday,1
2015-02-11,2015-02-11,2015,6,11,2015,1,2,February,3,Wednesday,1
2015-06-16,2015-06-16,2015,24,16,2015,2,6,June,2,Tuesday,1
2015-07-11,2015-07-11,2015,27,11,2015,3,7,July,6,Saturday,0
2015-08-08,2015-08-08,2015,31,8,2015,3,8,August,6,Saturday,0
2015-08-11,2015-08-11,2015,32,11,2015,3,8,August,2,Tuesday,1
2015-11-08,2015-11-08,2015,45,8,2015,4,11,November,0,Sunday,0
2016-01-14,2016-01-14,2016,2,14,2016,1,1,January,4,Thursday,1
2016-03-21,2016-03-21,2016,12,21,2016,1,3,March,1,Monday,1
2016-04-28,2016-04-28,2016,17,28,2016,2,4,April,4,Thursday,1
2016-07-15,2016-07-15,2016,28,15,2016,3,7,July,5,Friday,1
2016-07-29,2016-07-29,2016,30,29,2016,3,7,July,5,Friday,1
2016-07-31,2016-07-31,2016,31,31,2016,3,7,July,0,Sunday,0
2016-09-23,2016-09-23,2016,38,23,2016,3,9,September,5,Friday,1
2016-10-03,2016-10-03,2016,40,3,2016,4,10,October,1,Monday,1
2016-10-08,2016-10-08,2016,40,8,2016,4,10,October,6,Saturday,0
2016-10-14,2016-10-14,2016,41,14,2016,4,10,October,5,Friday,1
2016-12-14,2016-12-14,2016,50,14,2016,4,12,December,3,Wednesday,1
2017-01-15,2017-01-15,2017,3,15,2017,1,1,January,0,Sunday,0
2017-02-18,2017-02-18,2017,7,18,2017,1,2,February,6,Saturday,0
2017-03-13,2017-03-13,2017,11,13,2017,1,3,March,1,Monday,1
2017-03-26,2017-03-26,2017,13,26,2017,1,3,March,0,Sunday,0
2017-05-12,2017-05-12,2017,19,12,2017,2,5,May,5,Friday,1
2017-06-17,2017-06-17,2017,24,17,2017,2,6,June,6,Saturday,0
2017-09-25,2017-09-25,2017,39,25,2017,3,9,September,1,Monday,1
2017-10-11,2017-10-11,2017,41,11,2017,4,10,October,3,Wednesday,1
2018-05-26,2018-05-26,2018,20,26,2018,2,5,May,6,Saturday,0
2018-06-01,2018-06-01,2018,21,1,2018,2,6,June,5,Friday,1
2018-09-05,2018-09-05,2018,35,5,2018,3,9,September,3,Wednesday,1
2018-09-10,2018-09-10,2018,36,10,2018,3,9,September,1,Monday,1
2019-02-08,2019-02-08,2019,5,8,2019,1,2,February,5,Friday,1
2019-06-15,2019-06-15,2019,23,15,2019,2,6,June,6,Saturday,0
2019-07-09,2019-07-09,2019,27,9,2019,3,7,July,2,Tuesday,1
2019-07-13,2019-07-13,2019,27,13,2019,3,7,July,6,Saturday,0
2019-11-12,2019-11-12,2019,45,12,2019,4,11,November,2,Tuesday,1
2020-03-08,2020-03-08,2020,10,8,2020,1,3,March,0,Sunday,0
2020-08-28,2020-08-28,2020,34,28,2020,3,8,August,5,Friday,1
2020-09-26,2020-09-26,2020,38,26,2020,3,9,September,6,Saturday,0
2020-12-05,2020-12-05,2020,48,5,2020,4,12,December,6,Saturday,0
2020-12-06,2020-12-06,2020,49,6,2020,4,12,December,0,Sunday,0
2021-01-11,2021-01-11,2021,2,11,2021,1,1,January,1,Monday,1
2021-01-19,2021-01-19,2021,3,19,2021,1,1,January,2,Tuesday,1
2021-03-03,2021-03-03,2021,9,3,2021,1,3,March,3,Wednesday,1
2021-07-23,2021-07-23,2021,29,23,2021,3,7,July,5,Friday,1
2021-08-31,2021-08-31,2021,35,31,2021,3,8,August,2,Tuesday,1
2021-09-17,2021-09-17,2021,37,17,2021,3,9,September,5,Friday,1
2021-10-17,2021-10-17,2021,42,17,2021,4,10,October,0,Sunday,0
2021-11-03,2021-11-03,2021,44,3,2021,4,11,November,3,Wednesday,1
2021-11-14,2021-11-14,2021,46,14,2021,4,11,November,0,Sunday,0
2021-12-13,2021-12-13,2021,50,13,2021,4,12,December,1,Monday,1
2022-07-07,2022-07-07,2022,27,7,2022,3,7,July,4,Thursday,1
2022-08-14,2022-08-14,2022,33,14,2022,3,8,August,0,Sunday,0
2022-11-28,2022-11-28,2022,48,28,2022,4,11,November,1,Monday,1
2014-01-11,2014-01-11,2014,1,11,2014,1,1,January,6,Saturday,0
2014-01-24,2014-01-24,2014,3,24,2014,1,1,January,5,Friday,1
2014-05-08,2014-05-08,2014,18,8,2014,2,5,May,4,Thursday,1
2014-07-14,2014-07-14,2014,28,14,2014,3,7,July,1,Monday,1
2014-09-11,2014-09-11,2014,36,11,2014,3,9,September,4,Thursday,1
2014-09-19,2014-09-19,2014,37,19,2014,3,9,September,5,Friday,1
2014-10-31,2014-10-31,2014,43,31,2014,4,10,October,5,Friday,1
2014-11-20,2014-11-20,2014,46,20,2014,4,11,November,4,Thursday,1
2015-03-16,2015-03-16,2015,11,16,2015,1,3,March,1,Monday,1
2015-06-17,2015-06-17,2015,24,17,2015,2,6,June,3,Wednesday,1
2015-08-25,2015-08-25,2015,34,25,2015,3,8,August,2,Tuesday,1
2015-11-23,2015-11-23,2015,47,23,2015,4,11,November,1,Monday,1
2016-01-17,2016-01-17,2016,3,17,2016,1,1,January,0,Sunday,0
2016-02-21,2016-02-21,2016,8,21,2016,1,2,February,0,Sunday,0
2016-05-14,2016-05-14,2016,19,14,2016,2,5,May,6,Saturday,0
2016-05-18,2016-05-18,2016,20,18,2016,2,5,May,3,Wednesday,1
2016-06-22,2016-06-22,2016,25,22,2016,2,6,June,3,Wednesday,1
2016-07-04,2016-07-04,2016,27,4,2016,3,7,July,1,Monday,1
2016-07-07,2016-07-07,2016,27,7,2016,3,7,July,4,Thursday,1
2017-01-31,2017-01-31,2017,5,31,2017,1,1,January,2,Tuesday,1
2017-03-14,2017-03-14,2017,11,14,2017,1,3,March,2,Tuesday,1
2017-04-19,2017-04-19,2017,16,19,2017,2,4,April,3,Wednesday,1
2017-04-29,2017-04-29,2017,17,29,2017,2,4,April,6,Saturday,0
2017-10-01,2017-10-01,2017,40,1,2017,4,10,October,0,Sunday,0
2017-10-19,2017-10-19,2017,42,19,2017,4,10,October,4,Thursday,1
2017-11-19,2017-11-19,2017,47,19,2017,4,11,November,0,Sunday,0
2018-02-13,2018-02-13,2018,6,13,2018,1,2,February,2,Tuesday,1
2018-03-01,2018-03-01,2018,8,1,2018,1,3,March,4,Thursday,1
2018-03-10,2018-03-10,2018,9,10,2018,1,3,March,6,Saturday,0
2018-04-10,2018-04-10,2018,14,10,2018,2,4,April,2,Tuesday,1
2018-06-28,2018-06-28,2018,25,28,2018,2,6,June,4,Thursday,1
2018-08-15,2018-08-15,2018,32,15,2018,3,8,August,3,Wednesday,1
2018-09-20,2018-09-20,2018,37,20,2018,3,9,September,4,Thursday,1
2018-10-04,2018-10-04,2018,39,4,2018,4,10,October,4,Thursday,1
2018-11-09,2018-11-09,2018,44,9,2018,4,11,November,5,Friday,1
2019-05-03,2019-05-03,2019,17,3,2019,2,5,May,5,Friday,1
2019-06-16,2019-06-16,2019,24,16,2019,2,6,June,0,Sunday,0
2019-09-06,2019-09-06,2019,35,6,2019,3,9,September,5,Friday,1
2020-02-04,2020-02-04,2020,5,4,2020,1,2,February,2,Tuesday,1
2020-02-14,2020-02-14,2020,6,14,2020,1,2,February,5,Friday,1
2020-03-28,2020-03-28,2020,12,28,2020,1,3,March,6,Saturday,0
2020-04-05,2020-04-05,2020,14,5,2020,2,4,April,0,Sunday,0
2020-04-15,2020-04-15,2020,15,15,2020,2,4,April,3,Wednesday,1
2020-07-14,2020-07-14,2020,28,14,2020,3,7,July,2,Tuesday,1
2020-08-09,2020-08-09,2020,32,9,2020,3,8,August,0,Sunday,0
2021-02-27,2021-02-27,2021,8,27,2021,1,2,February,6,Saturday,0
2021-03-11,2021-03-11,2021,10,11,2021,1,3,March,4,Thursday,1
2021-05-12,2021-05-12,2021,19,12,2021,2,5,May,3,Wednesday,1
2021-06-23,2021-06-23,2021,25,23,2021,2,6,June,3,Wednesday,1
2021-07-31,2021-07-31,2021,30,31,2021,3,7,July,6,Saturday,0
2021-10-22,2021-10-22,2021,42,22,2021,4,10,October,5,Friday,1
2021-10-26,2021-10-26,2021,43,26,2021,4,10,October,2,Tuesday,1
2022-03-12,2022-03-12,2022,10,12,2022,1,3,March,6,Saturday,0
2022-05-02,2022-05-02,2022,18,2,2022,2,5,May,1,Monday,1
2022-07-24,2022-07-24,2022,30,24,2022,3,7,July,0,Sunday,0
2022-08-21,2022-08-21,2022,34,21,2022,3,8,August,0,Sunday,0
2022-09-16,2022-09-16,2022,37,16,2022,3,9,September,5,Friday,1
2022-09-19,2022-09-19,2022,38,19,2022,3,9,September,1,Monday,1
2022-11-27,2022-11-27,2022,48,27,2022,4,11,November,0,Sunday,0
2022-12-17,2022-12-17,2022,50,17,2022,4,12,December,6,Saturday,0
2014-01-13,2014-01-13,2014,2,13,2014,1,1,January,1,Monday,1
2014-01-25,2014-01-25,2014,3,25,2014,1,1,January,6,Saturday,0
2014-02-23,2014-02-23,2014,8,23,2014,1,2,February,0,Sunday,0
2014-03-04,2014-03-04,2014,9,4,2014,1,3,March,2,Tuesday,1
2014-03-16,2014-03-16,2014,11,16,2014,1,3,March,0,Sunday,0
2014-05-04,2014-05-04,2014,18,4,2014,2,5,May,0,Sunday,0
2014-06-30,2014-06-30,2014,26,30,2014,2,6,June,1,Monday,1
2015-01-17,2015-01-17,2015,2,17,2015,1,1,January,6,Saturday,0
2015-01-27,2015-01-27,2015,4,27,2015,1,1,January,2,Tuesday,1
2015-04-05,2015-04-05,2015,14,5,2015,2,4,April,0,Sunday,0
2015-05-26,2015-05-26,2015,21,26,2015,2,5,May,2,Tuesday,1
2015-08-10,2015-08-10,2015,32,10,2015,3,8,August,1,Monday,1
2015-08-26,2015-08-26,2015,34,26,2015,3,8,August,3,Wednesday,1
2015-10-16,2015-10-16,2015,41,16,2015,4,10,October,5,Friday,1
2015-11-17,2015-11-17,2015,46,17,2015,4,11,November,2,Tuesday,1
2015-12-12,2015-12-12,2015,49,12,2015,4,12,December,6,Saturday,0
2016-02-13,2016-02-13,2016,6,13,2016,1,2,February,6,Saturday,0
2016-03-28,2016-03-28,2016,13,28,2016,1,3,March,1,Monday,1
2016-04-23,2016-04-23,2016,16,23,2016,2,4,April,6,Saturday,0
2016-05-02,2016-05-02,2016,18,2,2016,2,5,May,1,Monday,1
2016-09-08,2016-09-08,2016,36,8,2016,3,9,September,4,Thursday,1
2016-09-11,2016-09-11,2016,37,11,2016,3,9,September,0,Sunday,0
2016-11-08,2016-11-08,2016,45,8,2016,4,11,November,2,Tuesday,1
2016-11-09,2016-11-09,2016,45,9,2016,4,11,November,3,Wednesday,1
2017-01-19,2017-01-19,2017,3,19,2017,1,1,January,4,Thursday,1
2017-03-06,2017-03-06,2017,10,6,2017,1,3,March,1,Monday,1
2017-03-24,2017-03-24,2017,12,24,2017,1,3,March,5,Friday,1
2017-05-20,2017-05-20,2017,20,20,2017,2,5,May,6,Saturday,0
2017-07-05,2017-07-05,2017,27,5,2017,3,7,July,3,Wednesday,1
2017-07-27,2017-07-27,2017,30,27,2017,3,7,July,4,Thursday,1
2017-08-02,2017-08-02,2017,31,2,2017,3,8,August,3,Wednesday,1
2017-08-12,2017-08-12,2017,32,12,2017,3,8,August,6,Saturday,0
2017-08-27,2017-08-27,2017,35,27,2017,3,8,August,0,Sunday,0
2017-09-05,2017-09-05,2017,36,5,2017,3,9,September,2,Tuesday,1
2018-01-04,2018-01-04,2018,0,4,2018,1,1,January,4,Thursday,1
2018-02-09,2018-02-09,2018,5,9,2018,1,2,February,5,Friday,1
2018-03-22,2018-03-22,2018,11,22,2018,1,3,March,4,Thursday,1
2018-05-09,2018-05-09,2018,18,9,2018,2,5,May,3,Wednesday,1
2018-07-06,2018-07-06,2018,26,6,2018,3,7,July,5,Friday,1
2018-12-29,2018-12-29,2018,51,29,2018,4,12,December,6,Saturday,0
2019-02-24,2019-02-24,2019,8,24,2019,1,2,February,0,Sunday,0
2019-04-05,2019-04-05,2019,13,5,2019,2,4,April,5,Friday,1
2019-05-26,2019-05-26,2019,21,26,2019,2,5,May,0,Sunday,0
2019-07-22,2019-07-22,2019,29,22,2019,3,7,July,1,Monday,1
2019-09-07,2019-09-07,2019,35,7,2019,3,9,September,6,Saturday,0
2019-11-01,2019-11-01,2019,43,1,2019,4,11,November,5,Friday,1
2020-01-18,2020-01-18,2020,2,18,2020,1,1,January,6,Saturday,0
2020-07-04,2020-07-04,2020,26,4,2020,3,7,July,6,Saturday,0
2020-08-10,2020-08-10,2020,32,10,2020,3,8,August,1,Monday,1
2020-08-23,2020-08-23,2020,34,23,2020,3,8,August,0,Sunday,0
2020-09-10,2020-09-10,2020,36,10,2020,3,9,September,4,Thursday,1
2020-10-30,2020-10-30,2020,43,30,2020,4,10,October,5,Friday,1
2020-11-23,2020-11-23,2020,47,23,2020,4,11,November,1,Monday,1
2020-12-04,2020-12-04,2020,48,4,2020,4,12,December,5,Friday,1
2020-12-27,2020-12-27,2020,52,27,2020,4,12,December,0,Sunday,0
2021-01-15,2021-01-15,2021,2,15,2021,1,1,January,5,Friday,1
2021-04-15,2021-04-15,2021,15,15,2021,2,4,April,4,Thursday,1
2021-04-22,2021-04-22,2021,16,22,2021,2,4,April,4,Thursday,1
2021-04-29,2021-04-29,2021,17,29,2021,2,4,April,4,Thursday,1
2021-07-07,2021-07-07,2021,27,7,2021,3,7,July,3,Wednesday,1
2021-08-08,2021-08-08,2021,32,8,2021,3,8,August,0,Sunday,0
2021-08-21,2021-08-21,2021,33,21,2021,3,8,August,6,Saturday,0
2021-12-20,2021-12-20,2021,51,20,2021,4,12,December,1,Monday,1
2022-06-14,2022-06-14,2022,24,14,2022,2,6,June,2,Tuesday,1
2022-06-16,2022-06-16,2022,24,16,2022,2,6,June,4,Thursday,1
2022-07-08,2022-07-08,2022,27,8,2022,3,7,July,5,Friday,1
2022-09-15,2022-09-15,2022,37,15,2022,3,9,September,4,Thursday,1
2022-09-29,2022-09-29,2022,39,29,2022,3,9,September,4,Thursday,1
2022-10-09,2022-10-09,2022,41,9,2022,4,10,October,0,Sunday,0
2022-12-15,2022-12-15,2022,50,15,2022,4,12,December,4,Thursday,1
2014-05-27,2014-05-27,2014,21,27,2014,2,5,May,2,Tuesday,1
2014-05-30,2014-05-30,2014,21,30,2014,2,5,May,5,Friday,1
2014-10-06,2014-10-06,2014,40,6,2014,4,10,October,1,Monday,1
2014-12-04,2014-12-04,2014,48,4,2014,4,12,December,4,Thursday,1
2015-02-02,2015-02-02,2015,5,2,2015,1,2,February,1,Monday,1
2015-02-12,2015-02-12,2015,6,12,2015,1,2,February,4,Thursday,1
2015-02-25,2015-02-25,2015,8,25,2015,1,2,February,3,Wednesday,1
2015-03-04,2015-03-04,2015,9,4,2015,1,3,March,3,Wednesday,1
2015-04-25,2015-04-25,2015,16,25,2015,2,4,April,6,Saturday,0
2015-05-17,2015-05-17,2015,20,17,2015,2,5,May,0,Sunday,0
2015-06-15,2015-06-15,2015,24,15,2015,2,6,June,1,Monday,1
2015-08-05,2015-08-05,2015,31,5,2015,3,8,August,3,Wednesday,1
2015-08-31,2015-08-31,2015,35,31,2015,3,8,August,1,Monday,1
2015-09-30,2015-09-30,2015,39,30,2015,3,9,September,3,Wednesday,1
2015-10-21,2015-10-21,2015,42,21,2015,4,10,October,3,Wednesday,1
2015-10-29,2015-10-29,2015,43,29,2015,4,10,October,4,Thursday,1
2016-01-15,2016-01-15,2016,2,15,2016,1,1,January,5,Friday,1
2016-05-19,2016-05-19,2016,20,19,2016,2,5,May,4,Thursday,1
2016-06-30,2016-06-30,2016,26,30,2016,2,6,June,4,Thursday,1
2016-07-14,2016-07-14,2016,28,14,2016,3,7,July,4,Thursday,1
2016-08-25,2016-08-25,2016,34,25,2016,3,8,August,4,Thursday,1
2016-09-28,2016-09-28,2016,39,28,2016,3,9,September,3,Wednesday,1
2016-10-05,2016-10-05,2016,40,5,2016,4,10,October,3,Wednesday,1
2016-10-17,2016-10-17,2016,42,17,2016,4,10,October,1,Monday,1
2016-10-25,2016-10-25,2016,43,25,2016,4,10,October,2,Tuesday,1
2016-11-20,2016-11-20,2016,47,20,2016,4,11,November,0,Sunday,0
2016-12-31,2016-12-31,2016,52,31,2016,4,12,December,6,Saturday,0
2017-04-03,2017-04-03,2017,14,3,2017,2,4,April,1,Monday,1
2017-09-24,2017-09-24,2017,39,24,2017,3,9,September,0,Sunday,0
2017-09-29,2017-09-29,2017,39,29,2017,3,9,September,5,Friday,1
2017-10-16,2017-10-16,2017,42,16,2017,4,10,October,1,Monday,1
2017-11-07,2017-11-07,2017,45,7,2017,4,11,November,2,Tuesday,1
2017-12-23,2017-12-23,2017,51,23,2017,4,12,December,6,Saturday,0
2018-07-21,2018-07-21,2018,28,21,2018,3,7,July,6,Saturday,0
2018-07-25,2018-07-25,2018,29,25,2018,3,7,July,3,Wednesday,1
2018-08-23,2018-08-23,2018,33,23,2018,3,8,August,4,Thursday,1
2018-10-20,2018-10-20,2018,41,20,2018,4,10,October,6,Saturday,0
2018-11-10,2018-11-10,2018,44,10,2018,4,11,November,6,Saturday,0
2018-11-22,2018-11-22,2018,46,22,2018,4,11,November,4,Thursday,1
2018-12-21,2018-12-21,2018,50,21,2018,4,12,December,5,Friday,1
2019-02-15,2019-02-15,2019,6,15,2019,1,2,February,5,Friday,1
2019-09-17,2019-09-17,2019,37,17,2019,3,9,September,2,Tuesday,1
2019-09-27,2019-09-27,2019,38,27,2019,3,9,September,5,Friday,1
2019-10-09,2019-10-09,2019,40,9,2019,4,10,October,3,Wednesday,1
2019-10-30,2019-10-30,2019,43,30,2019,4,10,October,3,Wednesday,1
2020-01-16,2020-01-16,2020,2,16,2020,1,1,January,4,Thursday,1
2020-01-21,2020-01-21,2020,3,21,2020,1,1,January,2,Tuesday,1
2020-02-12,2020-02-12,2020,6,12,2020,1,2,February,3,Wednesday,1
2020-04-28,2020-04-28,2020,17,28,2020,2,4,April,2,Tuesday,1
2020-05-01,2020-05-01,2020,17,1,2020,2,5,May,5,Friday,1
2020-06-03,2020-06-03,2020,22,3,2020,2,6,June,3,Wednesday,1
2020-06-12,2020-06-12,2020,23,12,2020,2,6,June,5,Friday,1
2020-11-22,2020-11-22,2020,47,22,2020,4,11,November,0,Sunday,0
2020-12-08,2020-12-08,2020,49,8,2020,4,12,December,2,Tuesday,1
2021-02-24,2021-02-24,2021,8,24,2021,1,2,February,3,Wednesday,1
2021-03-25,2021-03-25,2021,12,25,2021,1,3,March,4,Thursday,1
2021-03-29,2021-03-29,2021,13,29,2021,1,3,March,1,Monday,1
2021-09-06,2021-09-06,2021,36,6,2021,3,9,September,1,Monday,1
2021-10-10,2021-10-10,2021,41,10,2021,4,10,October,0,Sunday,0
